"CODI_EQUIPAMENT","EQUIPAMENT","SECCIO","TIPUS_VIA","NOM_CARRER","NUM_CARRER_1","NUM_CARRER_2","CODI_BARRI","NUM_BARRI","CODI_DISTRICTE","NOM_DISTRICTE","CODI_POSTAL","CODI_POBLACIO","POBLACIO","LATITUD","LONGITUD","X_ETRS89","Y_ETRS89","X_ED50","Y_ED50","TELEFON_NUM","TELEFON_TIPUS","TELEFON_INFO_COM","HORARI_PERIODE_INICI","HORARI_PERIODE_FI","HORARI_DIES","HORARI_HORES_INICI","HORARI_HORES_FI","HORARI_OBSERVACIONS",
"75990066571","Farmacia Sastre-Marquès","#","Rbla","Raval","2","2","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.379471","2.167913","430422.828","4581217.351","430514.761","4581418.278","934415079","#","","","","","","","",
"75990066598","Farmàcia Gironella Ferrer","#","Av","Vallcarca","32","32","28","Vallcarca i els Penitents","06","Gràcia","08023","019","BARCELONA","41.409086","2.148703","428848.773","4584520.725","428940.69","4584721.682","932176877","#","","","","","","","",
"75990066659","Farmàcia Enriqueta Ferran","#","Av","Vallcarca","125","125","28","Vallcarca i els Penitents","06","Gràcia","08023","019","BARCELONA","41.41225","2.14292","428368.948","4584876.808","428460.861","4585077.768","934172320","#","","","","","","","",
"75990067206","Farmàcia Pérez Alfonso","#","C","Independència","230","230","65","el Clot","10","Sant Martí","08026","019","BARCELONA","41.405919","2.186086","431969.953","4584139.086","432061.899","4584340.04","932322379","#","","","","","","","",
"75990067536","Farmàcia Rojo Boixareu","#","C","Indústria","65","65","32","el Camp d'en Grassot i Gràcia Nova","06","Gràcia","08025","019","BARCELONA","41.404847","2.167933","430451.518","4584034.567","430543.45","4584235.52","934588724","#","","","","","","","",
"75990067565","Farmàcia Malo Cruz","#","C","Indústria","80","80","32","el Camp d'en Grassot i Gràcia Nova","06","Gràcia","08025","019","BARCELONA","41.405845","2.169645","430595.641","4584143.959","430687.574","4584344.913","934570620","Fax","","","","","","","",
"75990067565","Farmàcia Malo Cruz","#","C","Indústria","80","80","32","el Camp d'en Grassot i Gràcia Nova","06","Gràcia","08025","019","BARCELONA","41.405845","2.169645","430595.641","4584143.959","430687.574","4584344.913","934570620","#","","","","","","","",
"75990067661","Farmàcia Chacón Pereletegui","#","C","Indústria","128","128","06","la Sagrada Família","02","Eixample","08025","019","BARCELONA","41.408182","2.172762","430858.723","4584400.901","430950.659","4584601.857","933473316","#","","01/01","31/12","0000000","09:00:00","22:00:00"," ",
"75990067661","Farmàcia Chacón Pereletegui","#","C","Indústria","128","128","06","la Sagrada Família","02","Eixample","08025","019","BARCELONA","41.408182","2.172762","430858.723","4584400.901","430950.659","4584601.857","934359293","#","","01/01","31/12","0000000","09:00:00","22:00:00"," ",
"75990067661","Farmàcia Chacón Pereletegui","#","C","Indústria","128","128","06","la Sagrada Família","02","Eixample","08025","019","BARCELONA","41.408182","2.172762","430858.723","4584400.901","430950.659","4584601.857","934358582","Fax","","01/01","31/12","0000000","09:00:00","22:00:00"," ",
"75990068479","Farmàcia Mengual Cirac","#","Av","Josep Tarradellas","153","153","19","les Corts","04","Les Corts","08029","019","BARCELONA","41.391566","2.143686","428410.2","4582579.862","428502.114","4582780.801","934392684","Fax","","","","","","","",
"75990068479","Farmàcia Mengual Cirac","#","Av","Josep Tarradellas","153","153","19","les Corts","04","Les Corts","08029","019","BARCELONA","41.391566","2.143686","428410.2","4582579.862","428502.114","4582780.801","934392684","#","","","","","","","",
"75990069050","Farmàcia Benavides Helbig","#","C","Joaquín Costa","29","29","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.382213","2.166141","430277.539","4581523.186","430369.47","4581724.116","934424945","#","","","","","","","",
"75990069050","Farmàcia Benavides Helbig","#","C","Joaquín Costa","29","29","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.382213","2.166141","430277.539","4581523.186","430369.47","4581724.116","934424945","Fax","","","","","","","",
"75990069218","Farmàcia Sànchez Santaló","#","C","Joaquim Valls","88","88","52","la Prosperitat","08","Nou Barris","08016","019","BARCELONA","41.44424","2.179316","431444.424","4588398.815","431536.364","4588599.809","933545017","#","","01/01","31/12","0000000","09:00:00","22:00:00"," ",
"75990069218","Farmàcia Sànchez Santaló","#","C","Joaquim Valls","88","88","52","la Prosperitat","08","Nou Barris","08016","019","BARCELONA","41.44424","2.179316","431444.424","4588398.815","431536.364","4588599.809","933545017","Fax","","01/01","31/12","0000000","09:00:00","22:00:00"," ",
"75990069254","Farmàcia Pellicer-Miralles","#","C","Jorba","27","27","60","Sant Andreu","09","Sant Andreu","08030","019","BARCELONA","41.436369","2.186643","432048.309","4587519.195","432140.255","4587720.181","933451061","#","","","","","","","",
"75990069367","Farmàcia Amat Casañe","#","C","Josep Anselm Clavé","4","4","02","el Barri Gòtic","01","Ciutat Vella","08002","019","BARCELONA","41.377819","2.178327","431291.839","4581025.594","431383.78","4581226.519","933171181","#","","","","","","","",
"75990069519","Farmàcia Domenech Morales","#","G.V.","Corts Catalanes","152","152","13","la Marina de Port","03","Sants-Montjuïc","08038","019","BARCELONA","41.36586","2.137357","427852.724","4579731.229","427944.633","4579932.141","933326497","#","","","","","","","",
"75990069519","Farmàcia Domenech Morales","#","G.V.","Corts Catalanes","152","152","13","la Marina de Port","03","Sants-Montjuïc","08038","019","BARCELONA","41.36586","2.137357","427852.724","4579731.229","427944.633","4579932.141","933313303","#","","","","","","","",
"75990069628","Farmàcia Ferrer de Gomis","#","G.V.","Corts Catalanes","216","216","14","la Font de la Guatlla","03","Sants-Montjuïc","08004","019","BARCELONA","41.369369","2.142029","428247.269","4580116.936","428339.182","4580317.852","933321071","#","Telèfon/Fax","","","","","","",
"75990069716","Farmàcia Garcia López","#","G.V.","Corts Catalanes","278","278","14","la Font de la Guatlla","03","Sants-Montjuïc","08004","019","BARCELONA","41.371459","2.144807","428481.962","4580346.69","428573.877","4580547.608","934231315","Fax","","","","","","","",
"75990069716","Farmàcia Garcia López","#","G.V.","Corts Catalanes","278","278","14","la Font de la Guatlla","03","Sants-Montjuïc","08004","019","BARCELONA","41.371459","2.144807","428481.962","4580346.69","428573.877","4580547.608","934231315","#","","","","","","","",
"75990069827","Farmàcia Forès Palau","#","G.V.","Corts Catalanes","347","347","15","Hostafrancs","03","Sants-Montjuïc","08014","019","BARCELONA","41.373749","2.146854","428655.597","4580599.212","428747.514","4580800.133","934243657","#","","","","","","","",
"75990069827","Farmàcia Forès Palau","#","G.V.","Corts Catalanes","347","347","15","Hostafrancs","03","Sants-Montjuïc","08014","019","BARCELONA","41.373749","2.146854","428655.597","4580599.212","428747.514","4580800.133","934269323","Fax","","","","","","","",
"75990069902","Farmàcia Colomer Méndez","#","G.V.","Corts Catalanes","424","424","10","Sant Antoni","02","Eixample","08015","019","BARCELONA","41.377512","2.152852","429161.311","4581011.991","429253.232","4581212.916","934230931","#","","","","","","","",
"75990070043","Farmàcia Villafranca Serrano","#","G.V.","Corts Catalanes","469","469","09","la Nova Esquerra de l'Eixample","02","Eixample","08015","019","BARCELONA","41.379935","2.155198","429360.071","4581279.112","429451.994","4581480.039","934233588","#","","","","","","","",
"75990070043","Farmàcia Villafranca Serrano","#","G.V.","Corts Catalanes","469","469","09","la Nova Esquerra de l'Eixample","02","Eixample","08015","019","BARCELONA","41.379935","2.155198","429360.071","4581279.112","429451.994","4581480.039","934233588","Fax","","","","","","","",
"75990070047","Farmàcia Riba","#","G.V.","Corts Catalanes","470","470","10","Sant Antoni","02","Eixample","08015","019","BARCELONA","41.379486","2.155675","429399.509","4581228.934","429491.432","4581429.861","933251194","#","","","","","","","",
"75990070085","Farmàcia Conti Zalacain","#","G.V.","Corts Catalanes","489","489","09","la Nova Esquerra de l'Eixample","02","Eixample","08015","019","BARCELONA","41.380431","2.155858","429415.848","4581333.696","429507.771","4581534.624","934266584","#","","01/01","31/12","0000011","08:30:00","21:00:00"," ",
"75990070085","Farmàcia Conti Zalacain","#","G.V.","Corts Catalanes","489","489","09","la Nova Esquerra de l'Eixample","02","Eixample","08015","019","BARCELONA","41.380431","2.155858","429415.848","4581333.696","429507.771","4581534.624","934266584","#","","01/01","31/12","1111101","09:00:00","14:00:00"," ",
"75990070085","Farmàcia Conti Zalacain","#","G.V.","Corts Catalanes","489","489","09","la Nova Esquerra de l'Eixample","02","Eixample","08015","019","BARCELONA","41.380431","2.155858","429415.848","4581333.696","429507.771","4581534.624","934250395","Fax","","01/01","31/12","0000011","08:30:00","21:00:00"," ",
"75990070085","Farmàcia Conti Zalacain","#","G.V.","Corts Catalanes","489","489","09","la Nova Esquerra de l'Eixample","02","Eixample","08015","019","BARCELONA","41.380431","2.155858","429415.848","4581333.696","429507.771","4581534.624","934250395","Fax","","01/01","31/12","1111101","09:00:00","14:00:00"," ",
"75990070195","Farmàcia Alemany Cahner","#","G.V.","Corts Catalanes","527","527","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08011","019","BARCELONA","41.382618","2.158768","429661.47","4581574.061","429753.396","4581774.991","934546314","#","","","","","","","",
"75990071040","Farmàcia Higueras Alvarez S.C.P","#","G.V.","Corts Catalanes","688","688","07","la Dreta de Eixample","02","Eixample","08010","019","BARCELONA","41.393219","2.173752","430925.613","4582738.937","431017.55","4582939.878","932650127","#","","","","","","","",
"75990071040","Farmàcia Higueras Alvarez S.C.P","#","G.V.","Corts Catalanes","688","688","07","la Dreta de Eixample","02","Eixample","08010","019","BARCELONA","41.393219","2.173752","430925.613","4582738.937","431017.55","4582939.878","932315673","Fax","","","","","","","",
"75990071222","Farmàcia Abad Merín","#","G.V.","Corts Catalanes","748","748","05","el Fort Pienc","02","Eixample","08013","019","BARCELONA","41.397373","2.1794","431402.136","4583195.639","431494.077","4583396.584","932323107","#","","01/01","31/12","0000000","09:00:00","22:00:00"," ",
"75990071269","Farmàcia Grau Gasulla","#","G.V.","Corts Catalanes","763","763","05","el Fort Pienc","02","Eixample","08013","019","BARCELONA","41.401696","2.184165","431805.027","4583671.798","431896.972","4583872.748","932315105","#","","","","","","","",
"75990071587","Farmàcia Chamarro Aguilera","#","G.V.","Corts Catalanes","1052","1052","71","Provençals del Poblenou","10","Sant Martí","08020","019","BARCELONA","41.41357","2.201581","433272.926","4584976.504","433364.884","4585177.466","933083247","#","","01/01","31/12","0000000","09:00:00","22:00:00"," ",
"75990071587","Farmàcia Chamarro Aguilera","#","G.V.","Corts Catalanes","1052","1052","71","Provençals del Poblenou","10","Sant Martí","08020","019","BARCELONA","41.41357","2.201581","433272.926","4584976.504","433364.884","4585177.466","933086604","Fax","","01/01","31/12","0000000","09:00:00","22:00:00"," ",
"75990071693","Farmàcia Galindo Planas","#","G.V.","Corts Catalanes","1113","1113","73","la Verneda i la Pau","10","Sant Martí","08020","019","BARCELONA","41.417941","2.204887","433553.726","4585459.148","433645.686","4585660.115","933136709","#","","","","","","","",
"75990071850","Farmàcia Montoro Pérez","#","G.V.","Corts Catalanes","1180","1182","70","el Besòs i el Maresme","10","Sant Martí","08020","019","BARCELONA","41.420329","2.210326","434010.628","4585720.175","434102.592","4585921.145","933134366","#","","","","","","","",
"75990071898","Farmàcia Martínez Vaya","#","G.V.","Corts Catalanes","560","560","10","Sant Antoni","02","Eixample","08011","019","BARCELONA","41.383504","2.160822","429834.184","4581670.728","429926.111","4581871.659","934549629","#","","01/01","31/12","0000000","09:00:00","22:00:00"," ",
"75990072344","Farmàcia Masvidal Roquet","#","Ptge","Joan Casas","1","1","06","la Sagrada Família","02","Eixample","08013","019","BARCELONA","41.402685","2.182354","431654.666","4583782.964","431746.609","4583983.915","932456531","#","","","","","","","",
"75990072344","Farmàcia Masvidal Roquet","#","Ptge","Joan Casas","1","1","06","la Sagrada Família","02","Eixample","08013","019","BARCELONA","41.402685","2.182354","431654.666","4583782.964","431746.609","4583983.915","932456531","Fax","","","","","","","",
"75990072544","Farmàcia Mont Torres","#","C","Joan Güell","91","91","18","Sants","03","Sants-Montjuïc","08028","019","BARCELONA","41.380106","2.132629","427473.082","4581316.763","427564.987","4581517.69","933394514","#","","","","","","","",
"75990072724","Farmàcia Pagano Rosón","#","C","Juan de Mena","1","3","41","la Vall d'Hebron","07","Horta-Guinardó","08035","019","BARCELONA","41.430654","2.14769","428787.644","4586916.058","428879.56","4587117.037","934282667","Fax","","","","","","","",
"75990072724","Farmàcia Pagano Rosón","#","C","Juan de Mena","1","3","41","la Vall d'Hebron","07","Horta-Guinardó","08035","019","BARCELONA","41.430654","2.14769","428787.644","4586916.058","428879.56","4587117.037","934282667","#","","","","","","","",
"75990073045","Farmàcia Teixidó Casals","#","C","Fernando Pessoa","9","9","60","Sant Andreu","09","Sant Andreu","08030","019","BARCELONA","41.4397","2.193007","432583.437","4587883.992","432675.388","4588084.981","933462560","#","","","","","","","",
"75990073314","Farmàcia Segarra March","#","Via","Júlia","117","117","51","Verdun","08","Nou Barris","08042","019","BARCELONA","41.442559","2.177846","431319.858","4588213.341","431411.797","4588414.333","933546953","Fax","","01/01","31/12","0000000","09:00:00","22:00:00"," ",
"75990073314","Farmàcia Segarra March","#","Via","Júlia","117","117","51","Verdun","08","Nou Barris","08042","019","BARCELONA","41.442559","2.177846","431319.858","4588213.341","431411.797","4588414.333","933549982","#","","01/01","31/12","0000000","09:00:00","22:00:00"," ",
"75990073393","Farmàcia Granche Garcia","#","C","Juliol","27","29","35","el Guinardó","07","Horta-Guinardó","08041","019","BARCELONA","41.417663","2.174129","430982.983","4585452.338","431074.92","4585653.304","934368842","#","","","","","","","",
"75990073735","Farmàcia Oscoz Francia","#","C","Laforja","56","56","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08006","019","BARCELONA","41.398248","2.148249","428799.041","4583317.878","428890.958","4583518.824","932096325","Fax","","","","","","","",
"75990073735","Farmàcia Oscoz Francia","#","C","Laforja","56","56","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08006","019","BARCELONA","41.398248","2.148249","428799.041","4583317.878","428890.958","4583518.824","932096325","#","","","","","","","",
"75990073821","Farmàcia Castelltort Boada","#","C","Calvet","46","46","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.395037","2.143252","428377.792","4582965.532","428469.705","4583166.474","932008159","#","","01/01","31/12","0000000","09:00:00","22:00:00"," ",
"75990073870","Farmàcia Vazquez Ruiz","#","Pl","Llana","11","11","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.385283","2.179482","431396.277","4581853.287","431488.218","4582054.22","933195921","#","","","","","","","",
"75990073941","Farmàcia Peris Grau","#","C","Llenguadoc","118","118","60","Sant Andreu","09","Sant Andreu","08030","019","BARCELONA","41.430363","2.184897","431896.129","4586853.843","431988.074","4587054.822","933466056","#","","","","","","","",
"75990074090","Farmàcia L'Eixample","#","C","Roger de Llúria","37","37","07","la Dreta de Eixample","02","Eixample","08009","019","BARCELONA","41.39223","2.169918","430603.988","4582632.162","430695.922","4582833.102","933183626","Fax","","","","","","","",
"75990074090","Farmàcia L'Eixample","#","C","Roger de Llúria","37","37","07","la Dreta de Eixample","02","Eixample","08009","019","BARCELONA","41.39223","2.169918","430603.988","4582632.162","430695.922","4582833.102","933183626","#","","","","","","","",
"75990074213","Farmàcia Unyo Boyer","#","C","Roger de Llúria","74","74","07","la Dreta de Eixample","02","Eixample","08009","019","BARCELONA","41.394827","2.166851","430350.383","4582923.014","430442.314","4583123.957","934576544","#","","","","","","","",
"75990074463","Farmàcia Casellas Guillot","#","C","Roger de Llúria","123","123","07","la Dreta de Eixample","02","Eixample","08037","019","BARCELONA","41.396879","2.163762","430094.323","4583153.254","430186.252","4583354.199","932154968","Fax","","","","","","","",
"75990074463","Farmàcia Casellas Guillot","#","C","Roger de Llúria","123","123","07","la Dreta de Eixample","02","Eixample","08037","019","BARCELONA","41.396879","2.163762","430094.323","4583153.254","430186.252","4583354.199","932154968","#","","","","","","","",
"75990074954","Farmàcia Moragrega - Rojas","#","Via","Laietana","50","50","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.387031","2.174945","431018.765","4582050.968","431110.703","4582251.903","933198178","Fax","","","","","","","",
"75990074954","Farmàcia Moragrega - Rojas","#","Via","Laietana","50","50","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.387031","2.174945","431018.765","4582050.968","431110.703","4582251.903","932680066","#","","","","","","","",
"75990075505","Farmàcia Mérida Donoso","#","C","Lepant","330","330","06","la Sagrada Família","02","Eixample","08025","019","BARCELONA","41.406918","2.173651","430931.686","4584259.884","431023.622","4584460.839","934360542","Fax","","01/01","31/12","0000001","09:00:00","21:00:00"," ",
"75990075505","Farmàcia Mérida Donoso","#","C","Lepant","330","330","06","la Sagrada Família","02","Eixample","08025","019","BARCELONA","41.406918","2.173651","430931.686","4584259.884","431023.622","4584460.839","934362343","#","","01/01","31/12","0000001","09:00:00","21:00:00"," ",
"75990075617","Farmàcia Cotanda Garcia","#","C","Lepant","398","398","33","el Baix Guinardó","07","Horta-Guinardó","08025","019","BARCELONA","41.409991","2.169752","430609","4584604.11","430700.933","4584805.068","933473350","#","","","","","","","",
"75990075708","Farmàcia Aranzana Martínez","#","C","Lleida","55","55","11","el Poble-sec","03","Sants-Montjuïc","08004","019","BARCELONA","41.371162","2.156301","429442.792","4580304.287","429534.716","4580505.205","934241527","Fax","","","","","","","",
"75990075708","Farmàcia Aranzana Martínez","#","C","Lleida","55","55","11","el Poble-sec","03","Sants-Montjuïc","08004","019","BARCELONA","41.371162","2.156301","429442.792","4580304.287","429534.716","4580505.205","934241527","#","","","","","","","",
"75990075727","Farmàcia Carre Sánchez-Albornoz","#","C","Leiva","3","3","18","Sants","03","Sants-Montjuïc","08014","019","BARCELONA","41.373893","2.140799","428149.454","4580620.138","428241.366","4580821.059","934216319","#","","","","","","","",
"75990075788","Farmàcia Vila Fernández","#","Pl","Llibertat","2","2","31","la Vila de Gràcia","06","Gràcia","08012","019","BARCELONA","41.399974","2.153906","429273.772","4583504.86","429365.693","4583705.808","932184383","Fax","","","","","","","",
"75990075788","Farmàcia Vila Fernández","#","Pl","Llibertat","2","2","31","la Vila de Gràcia","06","Gràcia","08012","019","BARCELONA","41.399974","2.153906","429273.772","4583504.86","429365.693","4583705.808","932184383","#","","","","","","","",
"75990076432","Farmàcia Plana Mendo","#","C","Lope de Vega","282","282","65","el Clot","10","Sant Martí","08018","019","BARCELONA","41.412325","2.193338","432582.732","4584844.637","432674.683","4585045.598","932660017","#","","","","","","","",
"75990076432","Farmàcia Plana Mendo","#","C","Lope de Vega","282","282","65","el Clot","10","Sant Martí","08018","019","BARCELONA","41.412325","2.193338","432582.732","4584844.637","432674.683","4585045.598","932660017","Fax","","","","","","","",
"75990076480","Farmàcia Calero Torrico","#","C","Alsàcia","8","8","48","la Guineueta","08","Nou Barris","08042","019","BARCELONA","41.438139","2.171202","430760.146","4587727.887","430852.08","4587928.874","933533210","#","","","","","","","",
"75990076494","Farmàcia Esquerra Guixa","#","C","Freser","194","198","64","el Camp de l'Arpa del Clot","10","Sant Martí","08026","019","BARCELONA","41.41516","2.182468","431677.231","4585167.844","431769.174","4585368.808","934550530","#","","","","","","","",
"75990076494","Farmàcia Esquerra Guixa","#","C","Freser","194","198","64","el Camp de l'Arpa del Clot","10","Sant Martí","08026","019","BARCELONA","41.41516","2.182468","431677.231","4585167.844","431769.174","4585368.808","934353191","#","","","","","","","",
"75990076582","Farmàcia Costa Serena","#","C","Loreto","20","20","19","les Corts","04","Les Corts","08029","019","BARCELONA","41.389498","2.142271","428289.65","4582351.374","428381.563","4582552.311","934104572","#","","","","","","","",
"75990076582","Farmàcia Costa Serena","#","C","Loreto","20","20","19","les Corts","04","Les Corts","08029","019","BARCELONA","41.389498","2.142271","428289.65","4582351.374","428381.563","4582552.311","934307766","Fax","","","","","","","",
"75990076621","Farmàcia Ponjoan Uriach","#","C","Loreto","48","48","19","les Corts","04","Les Corts","08029","019","BARCELONA","41.391546","2.142704","428328.084","4582578.455","428419.997","4582779.394","934308014","#","","","","","","","",
"75990076736","Farmàcia Shalabi Benavent","#","C","Roc Boronat","48","48","68","el Poblenou","10","Sant Martí","08005","019","BARCELONA","41.399392","2.199196","433059.055","4583404.274","433151.011","4583605.222","933092623","#","","","","","","","",
"75990076796","Farmàcia Marín Loscertales","#","C","Lluís el Piadós","10","10","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.39044","2.178661","431333.101","4582426.551","431425.042","4582627.489","932680180","#","","","","","","","",
"75990076868","Farmàcia Comajuncosas Nebot","#","C","Luis Antúnez","5","5","31","la Vila de Gràcia","06","Gràcia","08006","019","BARCELONA","41.398642","2.155786","429429.502","4583355.451","429521.425","4583556.397","932175824","#","","","","","","","",
"75990076868","Farmàcia Comajuncosas Nebot","#","C","Luis Antúnez","5","5","31","la Vila de Gràcia","06","Gràcia","08006","019","BARCELONA","41.398642","2.155786","429429.502","4583355.451","429521.425","4583556.397","932175824","Fax","","","","","","","",
"75990076989","Farmàcia Vila Morell","#","C","Lluís Sagnier","55","55","35","el Guinardó","07","Horta-Guinardó","08032","019","BARCELONA","41.425268","2.173563","430943.725","4586297.131","431035.661","4586498.105","934562646","#","","","","","","","",
"75990076989","Farmàcia Vila Morell","#","C","Lluís Sagnier","55","55","35","el Guinardó","07","Horta-Guinardó","08032","019","BARCELONA","41.425268","2.173563","430943.725","4586297.131","431035.661","4586498.105","934354087","#","","","","","","","",
"75990076989","Farmàcia Vila Morell","#","C","Lluís Sagnier","55","55","35","el Guinardó","07","Horta-Guinardó","08032","019","BARCELONA","41.425268","2.173563","430943.725","4586297.131","431035.661","4586498.105","934354087","Fax","","","","","","","",
"75990077266","Farmàcia Calderon Olivas","#","C","Lledoner","2","2","39","Sant Genís dels Agudells","07","Horta-Guinardó","08035","019","BARCELONA","41.424819","2.138965","428052.235","4586275.423","428144.144","4586476.396","934175222","#","","","","","","","",
"75990077325","Farmàcia De León González","#","C","Llança","35","35","09","la Nova Esquerra de l'Eixample","02","Eixample","08015","019","BARCELONA","41.379391","2.146279","428613.722","4581226.062","428705.638","4581426.988","937975252","#","","","","","","","",
"75990077419","Farmàcia Ormad Cortés","#","C","Llinars del Vallès","5","5","59","el Bon Pastor","09","Sant Andreu","08030","019","BARCELONA","41.434838","2.207184","433762.802","4587333.301","433854.764","4587534.285","933149664","#","","","","","","","",
"75990077479","Farmàcia Prat Calvet","#","Ptge","Llívia","47","47","35","el Guinardó","07","Horta-Guinardó","08041","019","BARCELONA","41.42","2.177102","431233.877","4585709.426","431325.816","4585910.395","934355093","#","","","","","","","",
"75990077597","Farmàcia Olius Mas","#","C","Llobregós","140","140","37","el Carmel","07","Horta-Guinardó","08032","019","BARCELONA","41.42403","2.155216","429409.314","4586174.432","429501.236","4586375.404","934294714","#","","","","","","","",
"75990077597","Farmàcia Olius Mas","#","C","Llobregós","140","140","37","el Carmel","07","Horta-Guinardó","08032","019","BARCELONA","41.42403","2.155216","429409.314","4586174.432","429501.236","4586375.404","934294714","Fax","","","","","","","",
"75990077639","Farmàcia Pérez Matute","#","C","Llobregós","206","206","37","el Carmel","07","Horta-Guinardó","08032","019","BARCELONA","41.422161","2.152029","429140.952","4585969.583","429232.871","4586170.553","934299367","#","","","","","","","",
"75990077639","Farmàcia Pérez Matute","#","C","Llobregós","206","206","37","el Carmel","07","Horta-Guinardó","08032","019","BARCELONA","41.422161","2.152029","429140.952","4585969.583","429232.871","4586170.553","934076115","Fax","","","","","","","",
"75990078295","Farmàcia Esquerrà Amargós","#","C","Lluçà","22","22","19","les Corts","04","Les Corts","08028","019","BARCELONA","41.381564","2.131408","427372.639","4581479.662","427464.543","4581680.59","933390598","#","","","","","","","",
"75990078295","Farmàcia Esquerrà Amargós","#","C","Lluçà","22","22","19","les Corts","04","Les Corts","08028","019","BARCELONA","41.381564","2.131408","427372.639","4581479.662","427464.543","4581680.59","933390598","Fax","","","","","","","",
"75990078599","Farmàcia Miquel Carbo","#","Av","Madrid","8","10","17","Sants - Badal","03","Sants-Montjuïc","08028","019","BARCELONA","41.376124","2.12376","426727.009","4580882.108","426818.908","4581083.031","934405152","#","","","","","","","",
"75990078599","Farmàcia Miquel Carbo","#","Av","Madrid","8","10","17","Sants - Badal","03","Sants-Montjuïc","08028","019","BARCELONA","41.376124","2.12376","426727.009","4580882.108","426818.908","4581083.031","934405152","Fax","","","","","","","",
"75990078769","Farmàcia Surroca Rebes","#","Av","Madrid","103","103","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.37887","2.12782","427069.569","4581183.544","427161.471","4581384.47","933398563","#","","01/01","31/12","0000011","09:00:00","21:00:00"," ",
"75990078769","Farmàcia Surroca Rebes","#","Av","Madrid","103","103","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.37887","2.12782","427069.569","4581183.544","427161.471","4581384.47","933398563","#","","01/01","31/12","1111101","09:00:00","14:00:00"," ",
"75990078769","Farmàcia Surroca Rebes","#","Av","Madrid","103","103","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.37887","2.12782","427069.569","4581183.544","427161.471","4581384.47","933398563","#","","01/01","31/12","1111101","16:30:00","21:00:00"," ",
"75990079101","Farmàcia Giró Ribot","#","C","Mestre Nicolau","6","6","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.393173","2.142358","428300.949","4582759.358","428392.862","4582960.298","932014495","#","","","","","","","",
"75990079101","Farmàcia Giró Ribot","#","C","Mestre Nicolau","6","6","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08021","019","BARCELONA","41.393173","2.142358","428300.949","4582759.358","428392.862","4582960.298","902007038","Fax","","","","","","","",
"75990079386","Farmàcia Lozano Salvatella","#","C","Maladeta","7","11","45","Porta","08","Nou Barris","08016","019","BARCELONA","41.431832","2.176761","431217.898","4587023.359","431309.836","4587224.34","933527804","#","","","","","","","",
"75990079642","Farmàcia Sambola Puig","#","C","Mallorca","131","131","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08036","019","BARCELONA","41.3873","2.15367","429240.333","4582097.999","429332.254","4582298.934","934548648","Fax","","","","","","","",
"75990079642","Farmàcia Sambola Puig","#","C","Mallorca","131","131","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08036","019","BARCELONA","41.3873","2.15367","429240.333","4582097.999","429332.254","4582298.934","934534106","#","","","","","","","",
"75990079928","Farmàcia Bosch de Basea Cuscó","#","C","Mallorca","176","176","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08036","019","BARCELONA","41.388716","2.156287","429460.644","4582253.112","429552.567","4582454.048","934531740","#","","","","","","","",
"75990080153","Farmàcia Enrich Murt","#","Rbla","Catalunya","86","86","07","la Dreta de Eixample","02","Eixample","08008","019","BARCELONA","41.392713","2.161544","429904.445","4582692.51","429996.372","4582893.45","934874239","Fax","","01/01","31/12","0000011","08:00:00","21:00:00"," ",
"75990080153","Farmàcia Enrich Murt","#","Rbla","Catalunya","86","86","07","la Dreta de Eixample","02","Eixample","08008","019","BARCELONA","41.392713","2.161544","429904.445","4582692.51","429996.372","4582893.45","934874239","Fax","","01/01","31/12","1111101","09:30:00","21:30:00"," ",
"75990080153","Farmàcia Enrich Murt","#","Rbla","Catalunya","86","86","07","la Dreta de Eixample","02","Eixample","08008","019","BARCELONA","41.392713","2.161544","429904.445","4582692.51","429996.372","4582893.45","932151793","#","","01/01","31/12","0000011","08:00:00","21:00:00"," ",
